Date,Cases,Countries
2021-08-31,5492,Italy
2021-08-30,4253,Italy
2021-08-29,5954,Italy
2021-08-28,6858,Italy
2021-08-27,7823,Italy
2021-08-26,7215,Italy
2021-08-25,7539,Italy
2021-08-24,6078,Italy
2021-08-23,4166,Italy
2021-08-22,5922,Italy
2021-08-21,7466,Italy
2021-08-20,7220,Italy
2021-08-19,7240,Italy
2021-08-18,7159,Italy
2021-08-17,5268,Italy
2021-08-16,3669,Italy
2021-08-15,5661,Italy
2021-08-14,7181,Italy
2021-08-13,7398,Italy
2021-08-12,7267,Italy
2021-08-11,6921,Italy
2021-08-10,5624,Italy
2021-08-09,4200,Italy
2021-08-08,5733,Italy
2021-08-07,6897,Italy
2021-08-06,6599,Italy
2021-08-05,7224,Italy
2021-08-04,6590,Italy
2021-08-03,4841,Italy
2021-08-02,3185,Italy
2021-08-01,5320,Italy
2021-07-31,6509,Italy
2021-07-30,6613,Italy
2021-07-29,6167,Italy
2021-07-28,5693,Italy
2021-07-27,4516,Italy
2021-07-26,3115,Italy
2021-07-25,4742,Italy
2021-07-24,5138,Italy
2021-07-23,5142,Italy
2021-07-22,5056,Italy
2021-07-21,4254,Italy
2021-07-20,3555,Italy
2021-07-19,2070,Italy
2021-07-18,3126,Italy
2021-07-17,3118,Italy
2021-07-16,2895,Italy
2021-07-15,2473,Italy
2021-07-14,2153,Italy
2021-07-13,1530,Italy
2021-07-12,887,Italy
2021-07-11,1391,Italy
2021-07-10,1394,Italy
2021-07-09,1386,Italy
2021-07-08,1391,Italy
2021-07-07,1010,Italy
2021-07-06,907,Italy
2021-07-05,480,Italy
2021-07-04,806,Italy
2021-07-03,929,Italy
2021-07-02,794,Italy
2021-07-01,879,Italy
2021-06-30,776,Italy
2021-06-29,677,Italy
2021-06-28,387,Italy
2021-06-27,780,Italy
2021-06-26,838,Italy
2021-06-25,751,Italy
2021-06-24,266,Italy
2021-06-23,1140,Italy
2021-06-22,834,Italy
2021-06-21,484,Italy
2021-06-20,881,Italy
2021-06-19,1193,Italy
2021-06-18,1147,Italy
2021-06-17,1323,Italy
2021-06-16,1400,Italy
2021-06-15,1253,Italy
2021-06-14,907,Italy
2021-06-13,1390,Italy
2021-06-12,1722,Italy
2021-06-11,1892,Italy
2021-06-10,2078,Italy
2021-06-09,2198,Italy
2021-06-08,1894,Italy
2021-06-07,1270,Italy
2021-06-06,2275,Italy
2021-06-05,2434,Italy
2021-06-04,2556,Italy
2021-06-03,1963,Italy
2021-06-02,2896,Italy
2021-06-01,2483,Italy
2021-05-31,1818,Italy
2021-05-30,2948,Italy
2021-05-29,3348,Italy
2021-05-28,3737,Italy
2021-05-27,4143,Italy
2021-05-26,3935,Italy
2021-05-25,3220,Italy
2021-05-24,2489,Italy
2021-05-23,3993,Italy
2021-05-22,4714,Italy
2021-05-21,5215,Italy
2021-05-20,5736,Italy
2021-05-19,5500,Italy
2021-05-18,4449,Italy
2021-05-17,3454,Italy
2021-05-16,5748,Italy
2021-05-15,6652,Italy
2021-05-14,7562,Italy
2021-05-13,8082,Italy
2021-05-12,7848,Italy
2021-05-11,6943,Italy
2021-05-10,5077,Italy
2021-05-09,8289,Italy
2021-05-08,10174,Italy
2021-05-07,10549,Italy
2021-05-06,11798,Italy
2021-05-05,10579,Italy
2021-05-04,9113,Italy
2021-05-03,5946,Italy
2021-05-02,9145,Italy
2021-05-01,12964,Italy
2021-04-30,13445,Italy
2021-04-29,14314,Italy
2021-04-28,13382,Italy
2021-04-27,10398,Italy
2021-04-26,8440,Italy
2021-04-25,13157,Italy
2021-04-24,13814,Italy
2021-04-23,14758,Italy
2021-04-22,16046,Italy
2021-04-21,13836,Italy
2021-04-20,12069,Italy
2021-04-19,8863,Italy
2021-04-18,12688,Italy
2021-04-17,15364,Italy
2021-04-16,15923,Italy
2021-04-15,16963,Italy
2021-04-14,16160,Italy
2021-04-13,13439,Italy
2021-04-12,9780,Italy
2021-04-11,15737,Italy
2021-04-10,17551,Italy
2021-04-09,18924,Italy
2021-04-08,17209,Italy
2021-04-07,13686,Italy
2021-04-06,7763,Italy
2021-04-05,10680,Italy
2021-04-04,18017,Italy
2021-04-03,21247,Italy
2021-04-02,21917,Italy
2021-04-01,23639,Italy
2021-03-31,22499,Italy
2021-03-30,16051,Italy
2021-03-29,12900,Italy
2021-03-28,19604,Italy
2021-03-27,23771,Italy
2021-03-26,23974,Italy
2021-03-25,23783,Italy
2021-03-24,21246,Italy
2021-03-23,18739,Italy
2021-03-22,24501,Italy
2021-03-21,20045,Italy
2021-03-20,23913,Italy
2021-03-19,25707,Italy
2021-03-18,24901,Italy
2021-03-17,23040,Italy
2021-03-16,20376,Italy
2021-03-15,15252,Italy
2021-03-14,21304,Italy
2021-03-13,26031,Italy
2021-03-12,26790,Italy
2021-03-11,25649,Italy
2021-03-10,22275,Italy
2021-03-09,19725,Italy
2021-03-08,13882,Italy
2021-03-07,20724,Italy
2021-03-06,23633,Italy
2021-03-05,24010,Italy
2021-03-04,22845,Italy
2021-03-03,20840,Italy
2021-03-02,17063,Italy
2021-03-01,13106,Italy
2021-02-28,17440,Italy
2021-02-27,18902,Italy
2021-02-26,20488,Italy
2021-02-25,19871,Italy
2021-02-24,16402,Italy
2021-02-23,13299,Italy
2021-02-22,9617,Italy
2021-02-21,13450,Italy
2021-02-20,14914,Italy
2021-02-19,15470,Italy
2021-02-18,13755,Italy
2021-02-17,12066,Italy
2021-02-16,10368,Italy
2021-02-15,7344,Italy
2021-02-14,11060,Italy
2021-02-13,13523,Italy
2021-02-12,13893,Italy
2021-02-11,15137,Italy
2021-02-10,12947,Italy
2021-02-09,10612,Italy
2021-02-08,7969,Italy
2021-02-07,11640,Italy
2021-02-06,13439,Italy
2021-02-05,14213,Italy
2021-02-04,13656,Italy
2021-02-03,13182,Italy
2021-02-02,9651,Italy
2021-02-01,7925,Italy
2021-01-31,11249,Italy
2021-01-30,12713,Italy
2021-01-29,13563,Italy
2021-01-28,14360,Italy
2021-01-27,15191,Italy
2021-01-26,10584,Italy
2021-01-25,8559,Italy
2021-01-24,11628,Italy
2021-01-23,13331,Italy
2021-01-22,13633,Italy
2021-01-21,14055,Italy
2021-01-20,13568,Italy
2021-01-19,10496,Italy
2021-01-18,8825,Italy
2021-01-17,12544,Italy
2021-01-16,16310,Italy
2021-01-15,16144,Italy
2021-01-14,17243,Italy
2021-01-13,15773,Italy
2021-01-12,14242,Italy
2021-01-11,12530,Italy
2021-01-10,18625,Italy
2021-01-09,19976,Italy
2021-01-08,17529,Italy
2021-01-07,18416,Italy
2021-01-06,20326,Italy
2021-01-05,15375,Italy
2021-01-04,10798,Italy
2021-01-03,14245,Italy
2021-01-02,11825,Italy
2021-01-01,22210,Italy
2020-12-31,23477,Italy
2020-12-30,16202,Italy
2020-12-29,11210,Italy
2020-12-28,8581,Italy
2020-12-27,8913,Italy
2020-12-26,10429,Italy
2020-12-25,19037,Italy
2020-12-24,18039,Italy
2020-12-23,13908,Italy
2020-12-22,13316,Italy
2020-12-21,10869,Italy
2020-12-20,15102,Italy
2020-12-19,16305,Italy
2020-12-18,15401,Italy
2020-12-17,18233,Italy
2020-12-16,17568,Italy
2020-12-15,14839,Italy
2020-12-14,12025,Italy
2020-12-13,17937,Italy
2020-12-12,19902,Italy
2020-12-11,18726,Italy
2020-12-10,16998,Italy
2020-12-09,12755,Italy
2020-12-08,14837,Italy
2020-12-07,13679,Italy
2020-12-06,18887,Italy
2020-12-05,21052,Italy
2020-12-04,24110,Italy
2020-12-03,23219,Italy
2020-12-02,20709,Italy
2020-12-01,19347,Italy
2020-11-30,16376,Italy
2020-11-29,20646,Italy
2020-11-28,26315,Italy
2020-11-27,28342,Italy
2020-11-26,29001,Italy
2020-11-25,25852,Italy
2020-11-24,23227,Italy
2020-11-23,22927,Italy
2020-11-22,28337,Italy
2020-11-21,34764,Italy
2020-11-20,37239,Italy
2020-11-19,36176,Italy
2020-11-18,34280,Italy
2020-11-17,32191,Italy
2020-11-16,27352,Italy
2020-11-15,33977,Italy
2020-11-14,37249,Italy
2020-11-13,40902,Italy
2020-11-12,37977,Italy
2020-11-11,32961,Italy
2020-11-10,35090,Italy
2020-11-09,25269,Italy
2020-11-08,32614,Italy
2020-11-07,39809,Italy
2020-11-06,37802,Italy
2020-11-05,34502,Italy
2020-11-04,30548,Italy
2020-11-03,28241,Italy
2020-11-02,22253,Italy
2020-11-01,29905,Italy
2020-10-31,31756,Italy
2020-10-30,31079,Italy
2020-10-29,26829,Italy
2020-10-28,24988,Italy
2020-10-27,21989,Italy
2020-10-26,17007,Italy
2020-10-25,21273,Italy
2020-10-24,19640,Italy
2020-10-23,19143,Italy
2020-10-22,16078,Italy
2020-10-21,15199,Italy
2020-10-20,10871,Italy
2020-10-19,9337,Italy
2020-10-18,11705,Italy
2020-10-17,10925,Italy
2020-10-16,10009,Italy
2020-10-15,8803,Italy
2020-10-14,7332,Italy
2020-10-13,5898,Italy
2020-10-12,4619,Italy
2020-10-11,5456,Italy
2020-10-10,5724,Italy
2020-10-09,5372,Italy
2020-10-08,4458,Italy
2020-10-07,3677,Italy
2020-10-06,2677,Italy
2020-10-05,2257,Italy
2020-10-04,2578,Italy
2020-10-03,2843,Italy
2020-10-02,2499,Italy
2020-10-01,2548,Italy
2020-09-30,1850,Italy
2020-09-29,1647,Italy
2020-09-28,1494,Italy
2020-09-27,1766,Italy
2020-09-26,1869,Italy
2020-09-25,1912,Italy
2020-09-24,1786,Italy
2020-09-23,1640,Italy
2020-09-22,1391,Italy
2020-09-21,1350,Italy
2020-09-20,1587,Italy
2020-09-19,1637,Italy
2020-09-18,1907,Italy
2020-09-17,1583,Italy
2020-09-16,1452,Italy
2020-09-15,1229,Italy
2020-09-14,1008,Italy
2020-09-13,1456,Italy
2020-09-12,1501,Italy
2020-09-11,1616,Italy
2020-09-10,1597,Italy
2020-09-09,1430,Italy
2020-09-08,1369,Italy
2020-09-07,1150,Italy
2020-09-06,1297,Italy
2020-09-05,1693,Italy
2020-09-04,1732,Italy
2020-09-03,1397,Italy
2020-09-02,1326,Italy
2020-09-01,975,Italy
2020-08-31,996,Italy
2020-08-30,1365,Italy
2020-08-29,1444,Italy
2020-08-28,1460,Italy
2020-08-27,1409,Italy
2020-08-26,1366,Italy
2020-08-25,876,Italy
2020-08-24,953,Italy
2020-08-23,1209,Italy
2020-08-22,1071,Italy
2020-08-21,947,Italy
2020-08-20,840,Italy
2020-08-19,642,Italy
2020-08-18,401,Italy
2020-08-17,320,Italy
2020-08-16,477,Italy
2020-08-15,629,Italy
2020-08-14,574,Italy
2020-08-13,522,Italy
2020-08-12,476,Italy
2020-08-11,412,Italy
2020-08-10,259,Italy
2020-08-09,463,Italy
2020-08-08,347,Italy
2020-08-07,552,Italy
2020-08-06,401,Italy
2020-08-05,384,Italy
2020-08-04,190,Italy
2020-08-03,159,Italy
2020-08-02,238,Italy
2020-08-01,295,Italy
2020-07-31,379,Italy
2020-07-30,382,Italy
2020-07-29,288,Italy
2020-07-28,202,Italy
2020-07-27,168,Italy
2020-07-26,254,Italy
2020-07-25,274,Italy
2020-07-24,252,Italy
2020-07-23,306,Italy
2020-07-22,280,Italy
2020-07-21,128,Italy
2020-07-20,190,Italy
2020-07-19,218,Italy
2020-07-18,249,Italy
2020-07-17,231,Italy
2020-07-16,230,Italy
2020-07-15,162,Italy
2020-07-14,114,Italy
2020-07-13,169,Italy
2020-07-12,234,Italy
2020-07-11,188,Italy
2020-07-10,276,Italy
2020-07-09,214,Italy
2020-07-08,193,Italy
2020-07-07,137,Italy
2020-07-06,208,Italy
2020-07-05,192,Italy
2020-07-04,235,Italy
2020-07-03,223,Italy
2020-07-02,201,Italy
2020-07-01,182,Italy
2020-06-30,142,Italy
2020-06-29,126,Italy
2020-06-28,174,Italy
2020-06-27,175,Italy
2020-06-26,255,Italy
2020-06-25,296,Italy
2020-06-24,577,Italy
2020-06-23,113,Italy
2020-06-22,221,Italy
2020-06-21,224,Italy
2020-06-20,264,Italy
2020-06-19,-148,Italy
2020-06-18,331,Italy
2020-06-17,328,Italy
2020-06-16,210,Italy
2020-06-15,301,Italy
2020-06-14,338,Italy
2020-06-13,346,Italy
2020-06-12,163,Italy
2020-06-11,379,Italy
2020-06-10,202,Italy
2020-06-09,283,Italy
2020-06-08,280,Italy
2020-06-07,197,Italy
2020-06-06,270,Italy
2020-06-05,518,Italy
2020-06-04,177,Italy
2020-06-03,321,Italy
2020-06-02,318,Italy
2020-06-01,178,Italy
2020-05-31,355,Italy
2020-05-30,416,Italy
2020-05-29,516,Italy
2020-05-28,593,Italy
2020-05-27,584,Italy
2020-05-26,397,Italy
2020-05-25,300,Italy
2020-05-24,531,Italy
2020-05-23,669,Italy
2020-05-22,652,Italy
2020-05-21,642,Italy
2020-05-20,665,Italy
2020-05-19,813,Italy
2020-05-18,451,Italy
2020-05-17,675,Italy
2020-05-16,875,Italy
2020-05-15,789,Italy
2020-05-14,992,Italy
2020-05-13,888,Italy
2020-05-12,1402,Italy
2020-05-11,744,Italy
2020-05-10,802,Italy
2020-05-09,1083,Italy
2020-05-08,1327,Italy
2020-05-07,1401,Italy
2020-05-06,1444,Italy
2020-05-05,1075,Italy
2020-05-04,1221,Italy
2020-05-03,1389,Italy
2020-05-02,1900,Italy
2020-05-01,1965,Italy
2020-04-30,1872,Italy
2020-04-29,2086,Italy
2020-04-28,2091,Italy
2020-04-27,1739,Italy
2020-04-26,2324,Italy
2020-04-25,2357,Italy
2020-04-24,3021,Italy
2020-04-23,2646,Italy
2020-04-22,3370,Italy
2020-04-21,2729,Italy
2020-04-20,2256,Italy
2020-04-19,3047,Italy
2020-04-18,3491,Italy
2020-04-17,3493,Italy
2020-04-16,3786,Italy
2020-04-15,2667,Italy
2020-04-14,2972,Italy
2020-04-13,3153,Italy
2020-04-12,4092,Italy
2020-04-11,4694,Italy
2020-04-10,3951,Italy
2020-04-09,4204,Italy
2020-04-08,3836,Italy
2020-04-07,3039,Italy
2020-04-06,3599,Italy
2020-04-05,4316,Italy
2020-04-04,4805,Italy
2020-04-03,4585,Italy
2020-04-02,4668,Italy
2020-04-01,4782,Italy
2020-03-31,4053,Italy
2020-03-30,4050,Italy
2020-03-29,5217,Italy
2020-03-28,5974,Italy
2020-03-27,5959,Italy
2020-03-26,6153,Italy
2020-03-25,5210,Italy
2020-03-24,5249,Italy
2020-03-23,4789,Italy
2020-03-22,5560,Italy
2020-03-21,6557,Italy
2020-03-20,5986,Italy
2020-03-19,5322,Italy
2020-03-18,4207,Italy
2020-03-17,3526,Italy
2020-03-16,3233,Italy
2020-03-15,3590,Italy
2020-03-14,3497,Italy
2020-03-13,2547,Italy
2020-03-12,2651,Italy
2020-03-11,2313,Italy
2020-03-10,977,Italy
2020-03-09,1797,Italy
2020-03-08,1492,Italy
2020-03-07,1247,Italy
2020-03-06,778,Italy
2020-03-05,769,Italy
2020-03-04,587,Italy
2020-03-03,466,Italy
2020-03-02,342,Italy
2020-03-01,566,Italy
2020-02-29,240,Italy
2020-02-28,238,Italy
2020-02-27,250,Italy
2020-02-26,78,Italy
2020-02-25,93,Italy
2020-02-24,229,Italy
2022-02-23,11320,Latvia
2022-02-22,11837,Latvia
2022-02-21,3819,Latvia
2022-02-20,6776,Latvia
2022-02-19,11992,Latvia
2022-02-18,10285,Latvia
2022-02-17,11595,Latvia
2022-02-16,11425,Latvia
2022-02-15,11105,Latvia
2022-02-14,4144,Latvia
2022-02-13,7789,Latvia
2022-02-12,10707,Latvia
2022-02-11,11797,Latvia
2022-02-10,11599,Latvia
2022-02-09,11835,Latvia
2022-02-08,11144,Latvia
2022-02-07,3646,Latvia
2022-02-06,7234,Latvia
2022-02-05,10501,Latvia
2022-02-04,10137,Latvia
2022-02-03,9831,Latvia
2022-02-02,10610,Latvia
2022-02-01,9028,Latvia
2022-01-31,3775,Latvia
2022-01-30,6860,Latvia
2022-01-29,9626,Latvia
2022-01-28,8682,Latvia
2022-01-27,9087,Latvia
2022-01-26,9143,Latvia
2022-01-25,6097,Latvia
2022-01-24,3953,Latvia
2022-01-23,4753,Latvia
2022-01-22,5789,Latvia
2022-01-21,5972,Latvia
2022-01-20,4885,Latvia
2022-01-19,5082,Latvia
2022-01-18,3706,Latvia
2022-01-17,1560,Latvia
2022-01-16,2140,Latvia
2022-01-15,3065,Latvia
2022-01-14,2628,Latvia
2022-01-13,2566,Latvia
2022-01-12,2439,Latvia
2022-01-11,2241,Latvia
2022-01-10,864,Latvia
2022-01-09,1010,Latvia
2022-01-08,1815,Latvia
2022-01-07,1877,Latvia
2022-01-06,1994,Latvia
2022-01-05,1835,Latvia
2022-01-04,1628,Latvia
2022-01-03,671,Latvia
2022-01-02,180,Latvia
2022-01-01,167,Latvia
2021-12-31,1157,Latvia
2021-12-30,1246,Latvia
2021-12-29,1319,Latvia
2021-12-28,1186,Latvia
2021-12-27,335,Latvia
2021-12-26,203,Latvia
2021-12-25,122,Latvia
2021-12-24,948,Latvia
2021-12-23,954,Latvia
2021-12-22,748,Latvia
2021-12-21,991,Latvia
2021-12-20,326,Latvia
2021-12-19,423,Latvia
2021-12-18,910,Latvia
2021-12-17,841,Latvia
2021-12-16,934,Latvia
2021-12-15,886,Latvia
2021-12-14,930,Latvia
2021-12-13,271,Latvia
2021-12-12,481,Latvia
2021-12-11,805,Latvia
2021-12-10,650,Latvia
2021-12-09,793,Latvia
2021-12-08,796,Latvia
2021-12-07,860,Latvia
2021-12-06,230,Latvia
2021-12-05,477,Latvia
2021-12-04,727,Latvia
2021-12-03,723,Latvia
2021-12-02,712,Latvia
2021-12-01,1031,Latvia
2021-11-30,931,Latvia
2021-11-29,315,Latvia
2021-11-28,488,Latvia
2021-11-27,919,Latvia
2021-11-26,874,Latvia
2021-11-25,1095,Latvia
2021-11-24,1279,Latvia
2021-11-23,1293,Latvia
2021-11-22,349,Latvia
2021-11-21,493,Latvia
2021-11-20,617,Latvia
2021-11-19,445,Latvia
2021-11-18,1221,Latvia
2021-11-17,1501,Latvia
2021-11-16,1077,Latvia
2021-11-15,422,Latvia
2021-11-14,765,Latvia
2021-11-13,1422,Latvia
2021-11-12,1388,Latvia
2021-11-11,1378,Latvia
2021-11-10,1689,Latvia
2021-11-09,1451,Latvia
2021-11-08,423,Latvia
2021-11-07,1255,Latvia
2021-11-06,1888,Latvia
2021-11-05,1821,Latvia
2021-11-04,2347,Latvia
2021-11-03,2718,Latvia
2021-11-02,1884,Latvia
2021-11-01,772,Latvia
2021-10-31,1800,Latvia
2021-10-30,2879,Latvia
2021-10-29,2758,Latvia
2021-10-28,2919,Latvia
2021-10-27,3206,Latvia
2021-10-26,2117,Latvia
2021-10-25,887,Latvia
2021-10-24,2252,Latvia
2021-10-23,2932,Latvia
2021-10-22,3133,Latvia
2021-10-21,2935,Latvia
2021-10-20,2599,Latvia
2021-10-19,1853,Latvia
2021-10-18,1253,Latvia
2021-10-17,2377,Latvia
2021-10-16,2799,Latvia
2021-10-15,2142,Latvia
2021-10-14,2408,Latvia
2021-10-13,2236,Latvia
2021-10-12,1376,Latvia
2021-10-11,1002,Latvia
2021-10-10,1359,Latvia
2021-10-09,1669,Latvia
2021-10-08,1695,Latvia
2021-10-07,1752,Latvia
2021-10-06,1671,Latvia
2021-10-05,1010,Latvia
2021-10-04,479,Latvia
2021-10-03,1033,Latvia
2021-10-02,1190,Latvia
2021-10-01,1127,Latvia
2021-09-30,1208,Latvia
2021-09-29,1203,Latvia
2021-09-28,804,Latvia
2021-09-27,290,Latvia
2021-09-26,567,Latvia
2021-09-25,816,Latvia
2021-09-24,710,Latvia
2021-09-23,776,Latvia
2021-09-22,674,Latvia
2021-09-21,494,Latvia
2021-09-20,189,Latvia
2021-09-19,404,Latvia
2021-09-18,542,Latvia
2021-09-17,533,Latvia
2021-09-16,596,Latvia
2021-09-15,697,Latvia
2021-09-14,460,Latvia
2021-09-13,135,Latvia
2021-09-12,393,Latvia
2021-09-11,419,Latvia
2021-09-10,489,Latvia
2021-09-09,490,Latvia
2021-09-08,459,Latvia
2021-09-07,311,Latvia
2021-09-06,114,Latvia
2021-09-05,358,Latvia
2021-09-04,360,Latvia
2021-09-03,354,Latvia
2021-09-02,340,Latvia
2021-09-01,469,Latvia
2021-08-31,237,Latvia
2021-08-30,81,Latvia
2021-08-29,196,Latvia
2021-08-28,256,Latvia
2021-08-27,181,Latvia
2021-08-26,150,Latvia
2021-08-25,249,Latvia
2021-08-24,169,Latvia
2021-08-23,73,Latvia
2021-08-22,101,Latvia
2021-08-21,160,Latvia
2021-08-20,133,Latvia
2021-08-19,146,Latvia
2021-08-18,180,Latvia
2021-08-17,154,Latvia
2021-08-16,49,Latvia
2021-08-15,73,Latvia
2021-08-14,108,Latvia
2021-08-13,127,Latvia
2021-08-12,107,Latvia
2021-08-11,120,Latvia
2021-08-10,125,Latvia
2021-08-09,41,Latvia
2021-08-08,74,Latvia
2021-08-07,63,Latvia
2021-08-06,80,Latvia
2021-08-05,70,Latvia
2021-08-04,97,Latvia
2021-08-03,112,Latvia
2021-08-02,26,Latvia
2021-08-01,36,Latvia
2021-07-31,64,Latvia
2021-07-30,82,Latvia
2021-07-29,67,Latvia
2021-07-28,78,Latvia
2021-07-27,68,Latvia
2021-07-26,23,Latvia
2021-07-25,56,Latvia
2021-07-24,43,Latvia
2021-07-23,38,Latvia
2021-07-22,44,Latvia
2021-07-21,62,Latvia
2021-07-20,54,Latvia
2021-07-19,25,Latvia
2021-07-18,33,Latvia
2021-07-17,39,Latvia
2021-07-16,46,Latvia
2021-07-15,37,Latvia
2021-07-14,34,Latvia
2021-07-13,53,Latvia
2021-07-12,18,Latvia
2021-07-11,36,Latvia
2021-07-10,32,Latvia
2021-07-09,34,Latvia
2021-07-08,50,Latvia
2021-07-07,48,Latvia
2021-07-06,46,Latvia
2021-07-05,22,Latvia
2021-07-04,31,Latvia
2021-07-03,60,Latvia
2021-07-02,40,Latvia
2021-07-01,71,Latvia
2021-06-30,100,Latvia
2021-06-29,89,Latvia
2021-06-28,30,Latvia
2021-06-27,41,Latvia
2021-06-26,39,Latvia
2021-06-25,20,Latvia
2021-06-24,33,Latvia
2021-06-23,102,Latvia
2021-06-22,125,Latvia
2021-06-21,40,Latvia
2021-06-20,74,Latvia
2021-06-19,84,Latvia
2021-06-18,108,Latvia
2021-06-17,141,Latvia
2021-06-16,156,Latvia
2021-06-15,143,Latvia
2021-06-14,74,Latvia
2021-06-13,90,Latvia
2021-06-12,178,Latvia
2021-06-11,178,Latvia
2021-06-10,196,Latvia
2021-06-09,244,Latvia
2021-06-08,256,Latvia
2021-06-07,76,Latvia
2021-06-06,135,Latvia
2021-06-05,256,Latvia
2021-06-04,259,Latvia
2021-06-03,296,Latvia
2021-06-02,348,Latvia
2021-06-01,319,Latvia
2021-05-31,101,Latvia
2021-05-30,180,Latvia
2021-05-29,306,Latvia
2021-05-28,354,Latvia
2021-05-27,348,Latvia
2021-05-26,396,Latvia
2021-05-25,435,Latvia
2021-05-24,134,Latvia
2021-05-23,233,Latvia
2021-05-22,441,Latvia
2021-05-21,477,Latvia
2021-05-20,497,Latvia
2021-05-19,609,Latvia
2021-05-18,563,Latvia
2021-05-17,147,Latvia
2021-05-16,381,Latvia
2021-05-15,544,Latvia
2021-05-14,666,Latvia
2021-05-13,698,Latvia
2021-05-12,729,Latvia
2021-05-11,659,Latvia
2021-05-10,338,Latvia
2021-05-09,632,Latvia
2021-05-08,786,Latvia
2021-05-07,1036,Latvia
2021-05-06,773,Latvia
2021-05-05,358,Latvia
2021-05-04,425,Latvia
2021-05-03,203,Latvia
2021-05-02,380,Latvia
2021-05-01,812,Latvia
2021-04-30,763,Latvia
2021-04-29,696,Latvia
2021-04-28,967,Latvia
2021-04-27,596,Latvia
2021-04-26,220,Latvia
2021-04-25,361,Latvia
2021-04-24,711,Latvia
2021-04-23,683,Latvia
2021-04-22,578,Latvia
2021-04-21,759,Latvia
2021-04-20,688,Latvia
2021-04-19,202,Latvia
2021-04-18,337,Latvia
2021-04-17,654,Latvia
2021-04-16,612,Latvia
2021-04-15,643,Latvia
2021-04-14,733,Latvia
2021-04-13,537,Latvia
2021-04-12,210,Latvia
2021-04-11,368,Latvia
2021-04-10,666,Latvia
2021-04-09,658,Latvia
2021-04-08,740,Latvia
2021-04-07,643,Latvia
2021-04-06,309,Latvia
2021-04-05,119,Latvia
2021-04-04,238,Latvia
2021-04-03,279,Latvia
2021-04-02,587,Latvia
2021-04-01,638,Latvia
2021-03-31,630,Latvia
2021-03-30,526,Latvia
2021-03-29,167,Latvia
2021-03-28,324,Latvia
2021-03-27,602,Latvia
2021-03-26,638,Latvia
2021-03-25,606,Latvia
2021-03-24,776,Latvia
2021-03-23,508,Latvia
2021-03-22,177,Latvia
2021-03-21,260,Latvia
2021-03-20,625,Latvia
2021-03-19,622,Latvia
2021-03-18,482,Latvia
2021-03-17,818,Latvia
2021-03-16,643,Latvia
2021-03-15,178,Latvia
2021-03-14,297,Latvia
2021-03-13,578,Latvia
2021-03-12,632,Latvia
2021-03-11,638,Latvia
2021-03-10,639,Latvia
2021-03-09,472,Latvia
2021-03-08,194,Latvia
2021-03-07,322,Latvia
2021-03-06,595,Latvia
2021-03-05,746,Latvia
2021-03-04,646,Latvia
2021-03-03,919,Latvia
2021-03-02,645,Latvia
2021-03-01,272,Latvia
2021-02-28,376,Latvia
2021-02-27,827,Latvia
2021-02-26,725,Latvia
2021-02-25,813,Latvia
2021-02-24,983,Latvia
2021-02-23,669,Latvia
2021-02-22,274,Latvia
2021-02-21,410,Latvia
2021-02-20,1069,Latvia
2021-02-19,689,Latvia
2021-02-18,708,Latvia
2021-02-17,946,Latvia
2021-02-16,713,Latvia
2021-02-15,278,Latvia
2021-02-14,424,Latvia
2021-02-13,773,Latvia
2021-02-12,808,Latvia
2021-02-11,842,Latvia
2021-02-10,990,Latvia
2021-02-09,781,Latvia
2021-02-08,288,Latvia
2021-02-07,480,Latvia
2021-02-06,1044,Latvia
2021-02-05,876,Latvia
2021-02-04,742,Latvia
2021-02-03,1231,Latvia
2021-02-02,775,Latvia
2021-02-01,411,Latvia
2021-01-31,533,Latvia
2021-01-30,785,Latvia
2021-01-29,931,Latvia
2021-01-28,965,Latvia
2021-01-27,1103,Latvia
2021-01-26,693,Latvia
2021-01-25,223,Latvia
2021-01-24,512,Latvia
2021-01-23,910,Latvia
2021-01-22,876,Latvia
2021-01-21,902,Latvia
2021-01-20,1088,Latvia
2021-01-19,812,Latvia
2021-01-18,244,Latvia
2021-01-17,567,Latvia
2021-01-16,1031,Latvia
2021-01-15,1084,Latvia
2021-01-14,950,Latvia
2021-01-13,1255,Latvia
2021-01-12,878,Latvia
2021-01-11,331,Latvia
2021-01-10,616,Latvia
2021-01-09,1170,Latvia
2021-01-08,1237,Latvia
2021-01-07,1374,Latvia
2021-01-06,1229,Latvia
2021-01-05,824,Latvia
2021-01-04,621,Latvia
2021-01-03,568,Latvia
2021-01-02,314,Latvia
2021-01-01,711,Latvia
2020-12-31,1861,Latvia
2020-12-30,1367,Latvia
2020-12-29,838,Latvia
2020-12-28,508,Latvia
2020-12-27,511,Latvia
2020-12-26,399,Latvia
2020-12-25,666,Latvia
2020-12-24,1270,Latvia
2020-12-23,1145,Latvia
2020-12-22,1004,Latvia
2020-12-21,395,Latvia
2020-12-20,643,Latvia
2020-12-19,870,Latvia
2020-12-18,892,Latvia
2020-12-17,1040,Latvia
2020-12-16,1023,Latvia
2020-12-15,587,Latvia
2020-12-14,210,Latvia
2020-12-13,629,Latvia
2020-12-12,660,Latvia
2020-12-11,680,Latvia
2020-12-10,890,Latvia
2020-12-09,712,Latvia
2020-12-08,584,Latvia
2020-12-07,207,Latvia
2020-12-06,526,Latvia
